id,Quarter Cohort,Nationality,Gender,Age Group,Status,Days to Decision,Count
35486,2025 Q1,Japan,Female,41 to 50,Claim Pending,,1
35487,2025 Q1,Bangladesh,Female,18 to 25,Claim Accepted,82,1
35488,2025 Q1,India,Male,41 to 50,Claim Rejected,32,1
35489,2025 Q1,South Africa,Female,41 to 50,Claim Accepted,16,1
35490,2025 Q1,Mauritius,Male,41 to 50,Claim Pending,,1
35491,2025 Q1,Sri Lanka,Male,31 to 40,Claim Pending,,1
35492,2025 Q1,India,Male,71 to 80,Claim Accepted,75,1
35493,2025 Q1,Turkey,Male,41 to 50,Claim Rejected,110,1
35494,2025 Q1,British National (Overseas),Female,41 to 50,Claim Rejected,20,1
35495,2025 Q1,Nigeria,Male,51 to 60,Claim Rejected,82,1
35496,2025 Q1,Cameroon,Unknown / Not Given,31 to 40,Claim Rejected,58,1
35497,2025 Q1,South Korea (Rep of Korea),Female,41 to 50,Claim Accepted,16,1
35498,2025 Q1,Pakistan,Female,31 to 40,Claim Accepted,86,1
35499,2025 Q1,Pakistan,Female,31 to 40,Claim Accepted,126,1
35500,2025 Q1,British National (Overseas),Female,26 to 30,Claim Rejected,7,1
35501,2025 Q1,Egypt,Female,31 to 40,Claim Rejected,49,1
35502,2025 Q1,Botswana,Male,Under 18,Claim Accepted,74,1
35503,2025 Q1,Ghana,Female,31 to 40,Claim Accepted,89,1
35504,2025 Q1,Afghanistan,Female,26 to 30,Claim Accepted,76,1
35505,2025 Q1,Singapore,Male,31 to 40,Claim Rejected,90,1
35506,2025 Q1,Ivory Coast,Male,31 to 40,Claim Rejected,83,1
35507,2025 Q1,South Africa,Male,41 to 50,Claim Pending,,1
35508,2025 Q1,Jamaica,Female,26 to 30,Claim Accepted,62,1
35509,2025 Q1,Algeria,Female,51 to 60,Claim Accepted,4,1
35510,2025 Q1,India,Female,31 to 40,Claim Accepted,76,1
35511,2025 Q1,Pakistan,Female,31 to 40,Claim Rejected,92,1
35512,2025 Q1,Nigeria,Female,31 to 40,Claim Accepted,78,1
35513,2025 Q1,Afghanistan,Female,Under 18,Claim Accepted,22,1
35514,2025 Q1,Angola,Female,31 to 40,Claim Rejected,85,1
35515,2025 Q1,Hong Kong Special Administrative Region of China,Male,31 to 40,Claim Accepted,31,1
35516,2025 Q1,Ghana,Female,41 to 50,Claim Accepted,39,1
35517,2025 Q1,Jamaica,Male,61 to 70,Claim Rejected,82,1
35518,2025 Q1,Sri Lanka,Male,41 to 50,Claim Accepted,77,1
35519,2025 Q1,Turkey,Female,41 to 50,Claim Pending,,1
35520,2025 Q1,Nigeria,Male,Under 18,Claim Rejected,53,1
35521,2025 Q1,Hong Kong Special Administrative Region of China,Female,41 to 50,Claim Accepted,53,1
35522,2025 Q1,Turkey,Male,61 to 70,Claim Accepted,84,1
35523,2025 Q1,India,Female,41 to 50,Claim Accepted,36,1
35524,2025 Q1,Nigeria,Male,31 to 40,Claim Accepted,1,1
35525,2025 Q1,Nigeria,Male,31 to 40,Claim Accepted,1,1
35526,2025 Q1,Nigeria,Male,31 to 40,Claim Accepted,1,1
35527,2025 Q1,Nigeria,Male,31 to 40,Claim Accepted,1,1
35528,2025 Q1,Bangladesh,Male,31 to 40,Claim Accepted,71,1
35529,2025 Q1,India,Female,51 to 60,Claim Pending,,1
35530,2025 Q1,Pakistan,Female,31 to 40,Claim Rejected,93,1
35531,2025 Q1,Egypt,Female,Under 18,Claim Accepted,26,1
35532,2025 Q1,Unspecified Nationality,Male,Under 18,Claim Accepted,19,1
35533,2025 Q1,India,Female,Under 18,Claim Pending,,1
35534,2025 Q1,China,Female,41 to 50,Claim Accepted,13,1
35535,2025 Q1,Angola,Male,26 to 30,Claim Accepted,87,1
35536,2025 Q1,Kenya,Female,Under 18,Claim Accepted,57,1
35537,2025 Q1,Bangladesh,Female,31 to 40,Claim Rejected,98,1
35538,2025 Q1,Sri Lanka,Male,61 to 70,Claim Rejected,100,1
35539,2025 Q1,India,Female,26 to 30,Claim Accepted,75,1
35540,2025 Q1,Namibia,Male,41 to 50,Claim Accepted,61,1
35541,2025 Q1,Pakistan,Male,18 to 25,Claim Rejected,143,1
35542,2025 Q1,Bangladesh,Female,41 to 50,Claim Accepted,94,1
35543,2025 Q1,Albania,Male,31 to 40,Claim Rejected,5,1
35544,2025 Q1,Bangladesh,Male,51 to 60,Claim Accepted,94,1
35545,2025 Q1,Nigeria,Female,41 to 50,Claim Accepted,53,1
35546,2025 Q1,Jamaica,Male,41 to 50,Claim Accepted,72,1
35547,2025 Q1,British National (Overseas),Male,41 to 50,Claim Rejected,38,1
35548,2025 Q1,Senegal,Male,31 to 40,Claim Pending,,1
35549,2025 Q1,Nigeria,Male,41 to 50,Claim Rejected,105,1
35550,2025 Q1,Iraq,Male,41 to 50,Claim Rejected,85,1
35551,2025 Q1,Nigeria,Female,41 to 50,Claim Accepted,105,1
35552,2025 Q1,Jamaica,Male,71 to 80,Claim Rejected,77,1
35553,2025 Q1,China,Male,Under 18,Claim Rejected,34,1
35554,2025 Q1,Malawi,Female,41 to 50,Claim Rejected,98,1
35555,2025 Q1,Nigeria,Female,41 to 50,Claim Pending,,1
35556,2025 Q1,Ukraine,Male,26 to 30,Claim Pending,,1
35557,2025 Q1,Pakistan,Male,51 to 60,Claim Accepted,78,1
35558,2025 Q1,Albania,Female,31 to 40,Claim Accepted,2,1
35559,2025 Q1,India,Male,41 to 50,Claim Accepted,101,1
35560,2025 Q1,Iran,Female,31 to 40,Claim Accepted,57,1
35561,2025 Q1,Nigeria,Male,71 to 80,Claim Rejected,54,1
35562,2025 Q1,Ghana,Male,51 to 60,Claim Accepted,39,1
35563,2025 Q1,Nigeria,Female,31 to 40,Claim Rejected,94,1
35564,2025 Q1,Algeria,Male,41 to 50,Claim Rejected,93,1
35565,2025 Q1,Ghana,Female,41 to 50,Claim Rejected,157,1
35566,2025 Q1,Nigeria,Male,Under 18,Claim Rejected,70,1
35567,2025 Q1,Georgia,Female,31 to 40,Claim Accepted,77,1
35568,2025 Q1,Bangladesh,Male,41 to 50,Claim Accepted,76,1
35569,2025 Q1,India,Male,51 to 60,Claim Accepted,100,1
35570,2025 Q1,Pakistan,Male,31 to 40,Claim Accepted,0,1
35571,2025 Q1,Nigeria,Male,Under 18,Claim Accepted,78,1
35572,2025 Q1,Iran,Female,41 to 50,Claim Accepted,78,1
35573,2025 Q1,Afghanistan,Female,18 to 25,Claim Accepted,23,1
35574,2025 Q1,Nigeria,Male,41 to 50,Claim Accepted,2,1
35575,2025 Q1,Egypt,Female,41 to 50,Claim Accepted,4,1
35576,2025 Q1,British National (Overseas),Male,41 to 50,Claim Accepted,49,1
35577,2025 Q1,Albania,Female,31 to 40,Claim Accepted,94,1
35578,2025 Q1,Pakistan,Male,51 to 60,Claim Accepted,21,1
35579,2025 Q1,Nigeria,Female,31 to 40,Claim Rejected,119,1
35580,2025 Q1,Nigeria,Female,31 to 40,Claim Accepted,118,1
35581,2025 Q1,Stateless Person (Article 1 of 1954 Convention),Male,Under 18,Claim Rejected,65,1
35582,2025 Q1,Bangladesh,Female,26 to 30,Claim Accepted,84,1
35583,2025 Q1,Ghana,Female,41 to 50,Claim Rejected,18,1
35584,2025 Q1,Philippines,Female,31 to 40,Claim Rejected,109,1
35585,2025 Q1,China,Male,Under 18,Claim Accepted,25,1
35586,2025 Q1,Nigeria,Female,18 to 25,Claim Rejected,97,1
35587,2025 Q1,Egypt,Male,41 to 50,Claim Accepted,4,1
35588,2025 Q1,Turkey,Male,41 to 50,Claim Pending,,1
35589,2025 Q1,Afghanistan,Female,18 to 25,Claim Rejected,104,1
35590,2025 Q1,Iraq,Male,18 to 25,Claim Rejected,26,1
35591,2025 Q1,Libya,Female,31 to 40,Claim Accepted,94,1
35592,2025 Q2,Nigeria,Female,26 to 30,Claim Pending,,1
35593,2025 Q2,Nigeria,Female,31 to 40,Claim Pending,,1
35594,2025 Q2,Bangladesh,Male,51 to 60,Claim Accepted,0,1
35595,2025 Q2,Morocco,Female,26 to 30,Claim Pending,,1
35596,2025 Q2,Italy,Female,Under 18,Claim Pending,,1
35597,2025 Q2,Nigeria,Female,41 to 50,Claim Pending,,1
35598,2025 Q2,India,Male,41 to 50,Claim Pending,,1
35599,2025 Q2,Ghana,Female,26 to 30,Claim Pending,,1
35600,2025 Q2,India,Female,71 to 80,Claim Pending,,1
35601,2025 Q2,Albania,Female,31 to 40,Claim Pending,,1
35602,2025 Q2,Ghana,Male,61 to 70,Claim Pending,,1
35603,2025 Q2,Ghana,Female,31 to 40,Claim Pending,,1
35604,2025 Q2,Hong Kong Special Administrative Region of China,Female,31 to 40,Claim Accepted,18,1
35605,2025 Q2,Ghana,Male,41 to 50,Claim Pending,,1
35606,2025 Q2,Bangladesh,Male,31 to 40,Claim Pending,,1
35607,2025 Q2,Ukraine,Female,41 to 50,Claim Pending,,1
35608,2025 Q2,Nigeria,Female,31 to 40,Claim Accepted,85,1
35609,2025 Q2,Ghana,Male,41 to 50,Claim Pending,,1
35610,2025 Q2,Bangladesh,Female,26 to 30,Claim Pending,,1
35611,2025 Q2,Nigeria,Female,26 to 30,Claim Pending,,1
35612,2025 Q2,Zimbabwe,Male,61 to 70,Claim Pending,,1
35613,2025 Q2,Nigeria,Female,41 to 50,Claim Accepted,0,1
35614,2025 Q2,Nigeria,Female,61 to 70,Claim Pending,,1
35615,2025 Q2,Bangladesh,Male,61 to 70,Claim Pending,,1
35616,2025 Q2,India,Female,41 to 50,Claim Pending,,1
35617,2025 Q2,Pakistan,Male,51 to 60,Claim Pending,,1
35618,2025 Q2,Albania,Male,Under 18,Claim Pending,,1
35619,2025 Q2,Albania,Female,31 to 40,Claim Pending,,1
35620,2025 Q2,India,Male,61 to 70,Claim Pending,,1
35621,2025 Q2,Jamaica,Male,31 to 40,Claim Pending,,1
35622,2025 Q2,Nigeria,Female,31 to 40,Claim Pending,,1
35623,2025 Q2,Pakistan,Male,41 to 50,Claim Pending,,1
35624,2025 Q2,Albania,Female,31 to 40,Claim Pending,,1
35625,2025 Q2,Congo (Democratic Republic),Female,41 to 50,Claim Pending,,1
35626,2025 Q2,France,Male,Under 18,Claim Pending,,1
35627,2025 Q2,Pakistan,Female,31 to 40,Claim Pending,,1
35628,2025 Q2,Ghana,Female,41 to 50,Claim Pending,,1
35629,2025 Q2,Albania,Female,31 to 40,Claim Pending,,1
35630,2025 Q2,Hong Kong Special Administrative Region of China,Male,Under 18,Claim Accepted,18,1
35631,2025 Q2,Nigeria,Female,26 to 30,Claim Pending,,1
35632,2025 Q2,Bangladesh,Female,61 to 70,Claim Pending,,1
35633,2025 Q2,Nigeria,Male,41 to 50,Claim Pending,,1
35634,2025 Q2,Brazil,Female,41 to 50,Claim Pending,,1
35635,2025 Q2,Nigeria,Male,61 to 70,Claim Pending,,1
35636,2025 Q2,Somalia,Female,31 to 40,Claim Accepted,0,1
35637,2025 Q2,Albania,Male,Under 18,Claim Pending,,1
35638,2025 Q2,Bangladesh,Female,Under 18,Claim Pending,,1
35639,2025 Q2,Yemen,Female,31 to 40,Claim Pending,,1
35640,2025 Q2,Namibia,Female,41 to 50,Claim Accepted,7,1
35641,2025 Q2,Zimbabwe,Male,Under 18,Claim Pending,,1
35642,2025 Q2,The Gambia,Male,41 to 50,Claim Rejected,17,1
35643,2025 Q2,Officially Stateless,Female,18 to 25,Claim Pending,,1
35644,2025 Q2,Ghana,Female,31 to 40,Claim Pending,,1
35645,2025 Q2,Nigeria,Female,41 to 50,Claim Pending,,1
35646,2025 Q2,India,Female,31 to 40,Claim Pending,,1
35647,2025 Q2,British National (Overseas),Female,31 to 40,Claim Rejected,53,1
35648,2025 Q2,Nigeria,Female,41 to 50,Claim Accepted,0,1
35649,2025 Q2,Jamaica,Female,51 to 60,Claim Pending,,1
35650,2025 Q2,Afghanistan,Male,Under 18,Claim Pending,,1
35651,2025 Q2,Pakistan,Male,Under 18,Claim Pending,,1
35652,2025 Q2,Ghana,Female,31 to 40,Claim Accepted,5,1
35653,2025 Q2,Afghanistan,Female,41 to 50,Claim Pending,,1
35654,2025 Q2,Algeria,Male,61 to 70,Claim Pending,,1
35655,2025 Q2,Bangladesh,Female,26 to 30,Claim Pending,,1
35656,2025 Q2,India,Female,Over 80,Claim Pending,,1
35657,2025 Q2,Thailand,Female,51 to 60,Claim Pending,,1
35658,2025 Q2,Albania,Female,31 to 40,Claim Pending,,1
35659,2025 Q2,Namibia,Male,31 to 40,Claim Pending,,1
35660,2025 Q2,Sierra Leone,Male,61 to 70,Claim Pending,,1
35661,2025 Q2,Kuwait Bidoun,Male,26 to 30,Claim Accepted,25,1
35662,2025 Q2,Nigeria,Female,61 to 70,Claim Pending,,1
35663,2025 Q2,Nigeria,Female,41 to 50,Claim Pending,,1
35664,2025 Q2,Russia,Male,41 to 50,Claim Accepted,25,1
35665,2025 Q2,Australia,Female,26 to 30,Claim Pending,,1
35666,2025 Q2,India,Male,51 to 60,Claim Pending,,1
35667,2025 Q2,Spain,Female,41 to 50,Claim Pending,,1
35668,2025 Q2,Algeria,Male,61 to 70,Claim Pending,,1
35669,2025 Q2,China,Male,Under 18,Claim Rejected,17,1
35670,2025 Q2,Pakistan,Female,31 to 40,Claim Pending,,1
35671,2025 Q2,British National (Overseas),Female,41 to 50,Claim Pending,,1
35672,2025 Q2,Nigeria,Female,51 to 60,Claim Pending,,1
35673,2025 Q2,Sri Lanka,Female,31 to 40,Claim Pending,,1
35674,2025 Q2,Albania,Male,41 to 50,Claim Accepted,0,1
35675,2025 Q2,Nigeria,Male,31 to 40,Claim Pending,,1
35676,2025 Q2,Morocco,Male,26 to 30,Claim Pending,,1
35677,2025 Q2,India,Female,Under 18,Claim Pending,,1
35678,2025 Q2,Ghana,Female,41 to 50,Claim Pending,,1
35679,2025 Q2,Pakistan,Male,51 to 60,Claim Rejected,28,1
35680,2025 Q2,Jamaica,Male,51 to 60,Claim Pending,,1
35681,2025 Q2,Nigeria,Female,31 to 40,Claim Pending,,1
35682,2025 Q2,Bangladesh,Male,Under 18,Claim Pending,,1
35683,2025 Q2,Jamaica,Female,41 to 50,Claim Pending,,1
35684,2025 Q2,Nigeria,Female,26 to 30,Claim Pending,,1
35685,2025 Q2,Pakistan,Female,51 to 60,Claim Pending,,1
35686,2025 Q2,Zimbabwe,Female,31 to 40,Claim Pending,,1
35687,2025 Q2,Albania,Female,26 to 30,Claim Pending,,1
35688,2025 Q2,Nigeria,Female,51 to 60,Claim Pending,,1
35689,2025 Q2,Thailand,Female,41 to 50,Claim Accepted,21,1
35690,2025 Q2,Nigeria,Female,51 to 60,Claim Accepted,12,1
35691,2025 Q2,Bangladesh,Female,26 to 30,Claim Pending,,1
35692,2025 Q2,Ghana,Female,61 to 70,Claim Pending,,1
35693,2025 Q2,Canada,Female,31 to 40,Claim Pending,,1
35694,2025 Q2,India,Male,31 to 40,Claim Pending,,1
35695,2025 Q2,United States,Female,41 to 50,Claim Pending,,1
35696,2025 Q2,Pakistan,Female,26 to 30,Claim Pending,,1
35697,2025 Q2,Jamaica,Female,51 to 60,Claim Accepted,29,1
35698,2025 Q2,Albania,Female,26 to 30,Claim Pending,,1
35699,2025 Q2,Ivory Coast,Male,26 to 30,Claim Pending,,1
35700,2025 Q2,Bangladesh,Male,51 to 60,Claim Pending,,1
35701,2025 Q2,Pakistan,Female,41 to 50,Claim Pending,,1
35702,2025 Q2,Algeria,Female,31 to 40,Claim Pending,,1
35703,2025 Q2,Jamaica,Female,71 to 80,Claim Accepted,59,1
35704,2025 Q2,Ghana,Male,31 to 40,Claim Pending,,1
35705,2025 Q2,Bangladesh,Female,Under 18,Claim Pending,,1
35706,2025 Q2,Sudan,Female,26 to 30,Claim Pending,,1
35707,2025 Q2,China,Female,31 to 40,Claim Pending,,1
35708,2025 Q2,Nigeria,Female,41 to 50,Claim Pending,,1
35709,2025 Q2,Stateless Person (Article 1 of 1954 Convention),Female,31 to 40,Claim Pending,,1
35710,2025 Q2,Albania,Female,Under 18,Claim Pending,,1
35711,2025 Q2,Iraq,Female,31 to 40,Claim Pending,,1
35712,2025 Q2,Iraq,Male,31 to 40,Claim Accepted,47,1
35713,2025 Q2,Kuwait,Female,71 to 80,Claim Pending,,1
35714,2025 Q2,India,Male,41 to 50,Claim Pending,,1
35715,2025 Q2,Pakistan,Male,31 to 40,Claim Pending,,1
35716,2025 Q2,Bangladesh,Male,51 to 60,Claim Pending,,1
35717,2025 Q2,Colombia,Female,31 to 40,Claim Accepted,3,1
35718,2025 Q2,Bangladesh,Female,26 to 30,Claim Pending,,1
35719,2025 Q2,Bangladesh,Male,41 to 50,Claim Pending,,1
35720,2025 Q2,South Africa,Female,Under 18,Claim Pending,,1
35721,2025 Q2,Ghana,Female,26 to 30,Claim Pending,,1
35722,2025 Q2,Albania,Female,26 to 30,Claim Pending,,1
35723,2025 Q2,Nigeria,Female,31 to 40,Claim Pending,,1
35724,2025 Q2,Palestinian Authority,Male,41 to 50,Claim Pending,,1
35725,2025 Q2,Zambia,Female,41 to 50,Claim Pending,,1
35726,2025 Q2,Afghanistan,Female,61 to 70,Claim Pending,,1
35727,2025 Q2,Ukraine,Male,41 to 50,Claim Pending,,1
35728,2025 Q2,Jamaica,Male,41 to 50,Claim Accepted,14,1
35729,2025 Q2,British National (Overseas),Male,31 to 40,Claim Pending,,1
35730,2025 Q2,Pakistan,Male,71 to 80,Claim Pending,,1
35731,2025 Q2,Ghana,Male,61 to 70,Claim Pending,,1
35732,2025 Q2,Pakistan,Male,51 to 60,Claim Pending,,1
35733,2025 Q2,Pakistan,Male,31 to 40,Claim Accepted,86,1
35734,2025 Q2,Nigeria,Female,31 to 40,Claim Pending,,1
35735,2025 Q2,Ghana,Female,18 to 25,Claim Pending,,1
35736,2025 Q2,Bangladesh,Female,31 to 40,Claim Pending,,1
35737,2025 Q2,Pakistan,Male,26 to 30,Claim Pending,,1
35738,2025 Q2,Jamaica,Male,71 to 80,Claim Pending,,1
35739,2025 Q2,Pakistan,Male,31 to 40,Claim Pending,,1
35740,2025 Q2,Bangladesh,Male,41 to 50,Claim Pending,,1
35741,2025 Q2,Yemen,Female,61 to 70,Claim Pending,,1
35742,2025 Q2,Pakistan,Female,31 to 40,Claim Pending,,1
35743,2025 Q2,Ghana,Female,31 to 40,Claim Pending,,1
35744,2025 Q2,Nigeria,Female,51 to 60,Claim Pending,,1
35745,2025 Q2,Ghana,Female,31 to 40,Claim Pending,,1
35746,2025 Q2,Bangladesh,Female,31 to 40,Claim Accepted,80,1
35747,2025 Q2,Iran,Female,18 to 25,Claim Pending,,1
35748,2025 Q2,Albania,Female,26 to 30,Claim Pending,,1
35749,2025 Q2,Ghana,Male,31 to 40,Claim Pending,,1
35750,2025 Q2,Brazil,Male,31 to 40,Claim Pending,,1
35751,2025 Q2,Bangladesh,Female,31 to 40,Claim Pending,,1
35752,2025 Q2,India,Male,51 to 60,Claim Pending,,1
35753,2025 Q2,Nigeria,Female,31 to 40,Claim Pending,,1
35754,2025 Q2,France,Male,31 to 40,Claim Pending,,1
35755,2025 Q2,Albania,Female,26 to 30,Claim Pending,,1
35756,2025 Q2,Egypt,Male,Under 18,Claim Pending,,1
35757,2025 Q2,Pakistan,Male,31 to 40,Claim Rejected,13,1
35758,2025 Q2,Kenya,Female,31 to 40,Claim Pending,,1
35759,2025 Q2,Afghanistan,Female,31 to 40,Claim Pending,,1
35760,2025 Q2,Albania,Female,18 to 25,Claim Pending,,1
35761,2025 Q2,Nigeria,Female,41 to 50,Claim Pending,,1
35762,2025 Q2,Philippines,Female,41 to 50,Claim Pending,,1
35763,2025 Q2,India,Female,31 to 40,Claim Pending,,1
35764,2025 Q2,India,Male,31 to 40,Claim Pending,,1
35765,2025 Q2,India,Female,31 to 40,Claim Pending,,1
35766,2025 Q2,Bangladesh,Male,71 to 80,Claim Pending,,1
35767,2025 Q2,Jamaica,Female,41 to 50,Claim Pending,,1
35768,2025 Q2,India,Female,26 to 30,Claim Pending,,1
35769,2025 Q2,Cameroon,Female,41 to 50,Claim Pending,,1
35770,2025 Q2,China,Male,Under 18,Claim Pending,,1
35771,2025 Q2,Zimbabwe,Male,51 to 60,Claim Pending,,1
35772,2025 Q2,China,Female,26 to 30,Claim Accepted,13,1
35773,2025 Q2,Pakistan,Female,31 to 40,Claim Pending,,1
35774,2025 Q2,Ethiopia,Female,18 to 25,Claim Pending,,1
35775,2025 Q2,Egypt,Male,61 to 70,Claim Rejected,11,1
35776,2025 Q2,Egypt,Male,61 to 70,Claim Rejected,11,1
35777,2025 Q2,Pakistan,Male,26 to 30,Claim Pending,,1
35778,2025 Q2,Pakistan,Female,71 to 80,Claim Pending,,1
35779,2025 Q2,Albania,Female,31 to 40,Claim Pending,,1
35780,2025 Q2,Bangladesh,Female,18 to 25,Claim Pending,,1
35781,2025 Q2,Nigeria,Female,41 to 50,Claim Pending,,1
35782,2025 Q2,Bangladesh,Male,41 to 50,Claim Pending,,1
35783,2025 Q2,Kenya,Female,41 to 50,Claim Pending,,1
35784,2025 Q2,Albania,Female,31 to 40,Claim Pending,,1
35785,2025 Q2,Iran,Female,18 to 25,Claim Pending,,1
35786,2025 Q2,Thailand,Female,31 to 40,Claim Pending,,1
35787,2025 Q2,India,Female,71 to 80,Claim Pending,,1
35788,2025 Q2,Bangladesh,Female,31 to 40,Claim Pending,,1
35789,2025 Q2,Ghana,Female,31 to 40,Claim Pending,,1
35790,2025 Q2,India,Male,61 to 70,Claim Pending,,1
35791,2025 Q2,India,Female,31 to 40,Claim Pending,,1
35792,2025 Q2,Philippines,Female,31 to 40,Claim Pending,,1
35793,2025 Q2,Bangladesh,Male,41 to 50,Claim Pending,,1
35794,2025 Q2,Nigeria,Female,41 to 50,Claim Pending,,1
35795,2025 Q2,Bangladesh,Male,41 to 50,Claim Pending,,1
35796,2025 Q2,Bangladesh,Male,51 to 60,Claim Pending,,1
35797,2025 Q2,British National (Overseas),Male,51 to 60,Claim Pending,,1
35798,2025 Q2,Australia,Female,18 to 25,Claim Pending,,1
35799,2025 Q2,Nigeria,Female,Under 18,Claim Pending,,1
35800,2025 Q2,Syria,Female,51 to 60,Claim Accepted,7,1
35801,2025 Q2,India,Female,41 to 50,Claim Rejected,82,1
35802,2025 Q2,France,Male,31 to 40,Claim Pending,,1
35803,2025 Q2,Jamaica,Female,51 to 60,Claim Pending,,1
35804,2025 Q2,Sri Lanka,Male,41 to 50,Claim Pending,,1
35805,2025 Q2,Nigeria,Male,41 to 50,Claim Pending,,1
35806,2025 Q2,Albania,Male,31 to 40,Claim Pending,,1
35807,2025 Q2,Pakistan,Male,31 to 40,Claim Pending,,1
35808,2025 Q2,Sierra Leone,Female,31 to 40,Claim Pending,,1
35809,2025 Q2,Iraq,Female,31 to 40,Claim Pending,,1
35810,2025 Q2,Pakistan,Male,61 to 70,Claim Pending,,1
35811,2025 Q2,Syria,Male,31 to 40,Claim Pending,,1
35812,2025 Q2,Palestinian Authority,Male,51 to 60,Claim Pending,,1
35813,2025 Q2,China,Male,Under 18,Claim Pending,,1
35814,2025 Q2,Belize,Female,Under 18,Claim Pending,,1
35815,2025 Q2,British National (Overseas),Female,71 to 80,Claim Pending,,1
35816,2025 Q2,Nigeria,Female,26 to 30,Claim Pending,,1
35817,2025 Q2,Sri Lanka,Male,41 to 50,Claim Rejected,2,1
35818,2025 Q2,Ghana,Female,31 to 40,Claim Pending,,1
35819,2025 Q2,Algeria,Male,51 to 60,Claim Pending,,1
35820,2025 Q2,Nigeria,Male,51 to 60,Claim Pending,,1
35821,2025 Q2,Bangladesh,Male,31 to 40,Claim Pending,,1
35822,2025 Q2,British National (Overseas),Female,31 to 40,Claim Pending,,1
35823,2025 Q2,Iraq,Female,41 to 50,Claim Pending,,1
35824,2025 Q2,The Gambia,Female,41 to 50,Claim Pending,,1
35825,2025 Q2,Zimbabwe,Female,51 to 60,Claim Pending,,1
35826,2025 Q2,Jamaica,Female,41 to 50,Claim Pending,,1
35827,2025 Q2,Egypt,Female,31 to 40,Claim Pending,,1
35828,2025 Q2,Nigeria,Female,51 to 60,Claim Pending,,1
35829,2025 Q2,India,Female,41 to 50,Claim Pending,,1
35830,2025 Q2,Zimbabwe,Female,31 to 40,Claim Pending,,1
35831,2025 Q2,Nigeria,Male,41 to 50,Claim Pending,,1
35832,2025 Q2,Nigeria,Male,51 to 60,Claim Pending,,1
35833,2025 Q2,Bangladesh,Female,51 to 60,Claim Accepted,83,1
35834,2025 Q2,Namibia,Female,31 to 40,Claim Pending,,1
35835,2025 Q2,India,Male,Under 18,Claim Pending,,1
35836,2025 Q2,Bangladesh,Female,31 to 40,Claim Pending,,1
35837,2025 Q2,Pakistan,Female,26 to 30,Claim Accepted,38,1
35838,2025 Q2,Bangladesh,Female,71 to 80,Claim Pending,,2
35839,2025 Q2,India,Male,41 to 50,Claim Pending,,1
35840,2025 Q2,Bangladesh,Female,26 to 30,Claim Pending,,1
35841,2025 Q2,Nigeria,Male,31 to 40,Claim Pending,,1
35842,2025 Q2,Bangladesh,Female,41 to 50,Claim Pending,,1
35843,2025 Q2,Cameroon,Female,41 to 50,Claim Pending,,1
35844,2025 Q2,Nigeria,Female,Under 18,Claim Pending,,1
35845,2025 Q2,Pakistan,Female,31 to 40,Claim Pending,,1
35846,2025 Q2,Congo (Democratic Republic),Female,31 to 40,Claim Pending,,1
35847,2025 Q2,Ghana,Male,31 to 40,Claim Pending,,1
35848,2025 Q2,Nigeria,Female,51 to 60,Claim Pending,,1
35849,2025 Q2,Albania,Female,31 to 40,Claim Pending,,1
35850,2025 Q2,France,Female,26 to 30,Claim Pending,,1
35851,2025 Q2,Nigeria,Female,Under 18,Claim Pending,,1
35852,2025 Q2,Bangladesh,Male,31 to 40,Claim Pending,,1
35853,2025 Q2,Iraq,Male,41 to 50,Claim Pending,,1
35854,2025 Q2,Bangladesh,Male,31 to 40,Claim Pending,,1
35855,2025 Q2,British National (Overseas),Female,31 to 40,Claim Pending,,1
35856,2025 Q2,Palestinian Authority,Female,Under 18,Claim Accepted,38,1
35857,2025 Q2,Pakistan,Male,26 to 30,Claim Pending,,1
35858,2025 Q2,Sudan,Female,71 to 80,Claim Pending,,1
35859,2025 Q2,Pakistan,Male,31 to 40,Claim Pending,,1
35860,2025 Q2,Nigeria,Female,18 to 25,Claim Accepted,0,1
35861,2025 Q2,Pakistan,Female,41 to 50,Claim Pending,,1
35862,2025 Q2,Spain,Female,31 to 40,Claim Pending,,1
35863,2025 Q2,Pakistan,Female,31 to 40,Claim Pending,,1
35864,2025 Q2,Nigeria,Female,41 to 50,Claim Pending,,1
35865,2025 Q2,Cyprus,Male,41 to 50,Claim Pending,,1
35866,2025 Q2,Pakistan,Female,31 to 40,Claim Pending,,1
35867,2025 Q2,Hong Kong Special Administrative Region of China,Female,Over 80,Claim Pending,,1
35868,2025 Q2,China,Male,Under 18,Claim Pending,,1
35869,2025 Q2,Pakistan,Female,31 to 40,Claim Pending,,1
35870,2025 Q2,China,Female,Under 18,Claim Pending,,1
35871,2025 Q2,Ghana,Female,31 to 40,Claim Pending,,1
35872,2025 Q2,The Gambia,Female,41 to 50,Claim Pending,,1
35873,2025 Q2,Sierra Leone,Male,31 to 40,Claim Pending,,1
35874,2025 Q2,Zimbabwe,Female,61 to 70,Claim Pending,,1
35875,2025 Q2,Nigeria,Female,Under 18,Claim Pending,,1
35876,2025 Q2,Zimbabwe,Female,61 to 70,Claim Pending,,1
35877,2025 Q2,Nigeria,Female,26 to 30,Claim Pending,,1
35878,2025 Q2,India,Male,41 to 50,Claim Pending,,1
35879,2025 Q2,Iraq,Male,31 to 40,Claim Rejected,47,1
35880,2025 Q2,India,Male,51 to 60,Claim Pending,,1
